,business_id,stars_y,categories_count,location,open,environment,value,taste,food,survice,feeling
447,SGPjYRy6x7R5ZlGa_nrskg,2.0,4,2.63,2.74,3.29,3.57,2.0,2.7,2.67,3.06
448,SOKqn5wiAfTHFsSkSyVQ1w,5.0,5,3.4,3.14,3.0,5.0,3.44,4.0,3.75,3.33
449,SQ5we-HZLsFpj8ppMtEBcQ,3.5,6,3.4,3.05,3.0,3.08,3.44,4.0,3.06,2.95
450,SRjoAfwBUuR7qVJkiH19gA,5.0,3,3.23,3.33,3.0,4.5,3.6,4.0,3.2,2.0
451,SUId4_VNhQZUHNl-zqm_Vw,4.5,5,3.23,3.5,3.0,3.4,3.6,4.0,3.2,2.75
452,SZ5KO1KNiwtrktKo5mpuLA,3.5,5,4.08,3.75,3.71,4.0,3.0,3.93,4.36,4.6
453,SfP326rcU5sjwGx_dQP2RQ,3.5,2,2.5,3.5,4.0,2.0,3.0,3.67,4.0,4.0
454,ShC-ssYf7dmQQQhksBtsVA,4.0,2,3.0,2.25,2.0,2.0,1.0,1.0,2.0,3.5
455,SuwopKvxoIcaV69JRRwHpQ,4.5,3,4.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0
456,Swm_uMOWNcJDZz5lXWyzKA,5.0,5,3.5,3.25,2.0,2.0,1.0,1.0,1.0,3.67
457,T1XikHI9k4VtoNzQVpIATA,5.0,2,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
458,TAFy-5vIcAmxTzL9_WhpVQ,2.0,4,1.0,2.0,2.0,2.0,1.0,1.5,1.0,1.0
459,TF-EW2gfk8lFLTjV9LT6hA,2.0,3,2.36,2.5,2.0,2.0,1.0,1.5,2.0,1.0
460,THOZYeKWKyW_-6U30E1b5w,2.5,4,1.0,1.5,2.0,2.0,1.0,1.5,1.0,1.0
461,TIUd6XX7-hF6EPF2NowMsA,3.0,3,2.67,4.0,2.75,2.0,1.0,3.0,1.5,4.0
462,TOJuL1S42GOdkv5Y2am1mw,3.5,4,3.05,2.0,2.75,2.71,3.25,3.0,2.0,2.33
463,TRlBYLf4CxFBaGE-9FLOtA,4.0,4,3.05,2.17,2.75,2.71,3.25,3.0,2.45,2.33
464,TdPw1z1ZpQIobJRcHkaaqg,2.5,3,2.54,2.22,2.75,2.75,2.0,2.56,2.25,2.82
465,Tq_S8F5B2fSeHqLZghOqQg,4.5,2,3.5,3.67,2.75,4.0,5.0,2.56,2.5,2.6
466,TrVKJkWWQeMTK_ly0PMGtg,3.5,5,1.71,2.75,2.75,2.57,3.33,2.56,2.4,2.67
467,U3op-dFRxAe35tP5q_9niw,3.0,11,2.33,5.0,2.67,5.0,3.33,2.8,4.0,3.25
468,UBrow8QJ_zNEWp_fjUmddg,5.0,2,2.33,3.0,2.67,4.0,3.33,2.8,4.0,3.25
469,UED302E-B2OyVr0mssARnA,3.0,3,2.33,2.93,2.67,1.6,3.33,2.8,2.87,2.75
470,UGKdI2t19nALJT2gm25cMw,2.5,2,5.0,3.0,4.5,1.0,2.0,5.0,1.0,1.0
471,UGNBEtwzgkzV5030dZNkcg,2.0,3,1.0,1.0,4.5,1.0,3.0,5.0,1.0,1.33
472,UIWt3IP92R5ELw3UQxZoeg,5.0,6,5.0,3.0,4.5,3.17,3.0,5.0,3.0,1.33
473,UKxrXVirvyZjsNRZzYvU_w,3.5,2,5.0,5.0,4.5,3.17,3.0,5.0,3.0,3.0
474,URCmJ-uP_2FyHrShsRPycA,4.5,6,3.83,4.0,4.5,3.17,3.0,5.0,4.17,4.0
475,UVOgAsk6kWxs7-NTWEobQQ,5.0,4,4.0,2.0,4.5,1.5,4.0,5.0,3.5,3.25
476,UYkOUsxYG9BgdzFYAD4h8g,3.5,3,3.25,3.5,4.5,4.75,4.0,5.0,3.0,3.83
477,U_tbcAmi6kgUP262WqsoVA,4.0,5,3.5,3.4,4.5,2.5,4.0,1.75,3.6,2.6
478,UcBgxABVMc5mo1JLB8t70Q,3.0,5,3.86,3.83,3.2,3.25,4.0,3.61,3.5,3.29
479,UsxSpv63crQ91mCzzYONTA,4.5,2,3.67,4.0,3.62,4.67,4.0,3.33,2.0,3.2
480,UwanDENbM3PYTpkKqJD4WQ,4.0,3,3.33,4.5,3.62,4.67,4.0,3.33,3.38,3.29
481,V2Sb71qv_um1ntfaMW8yFw,4.0,3,4.47,4.36,3.62,3.9,4.0,3.33,3.0,4.09
482,V44iFD8LIm33krIlK68kwA,4.5,10,4.07,4.0,3.62,3.6,3.67,3.33,4.06,4.05
483,V78f9CdEVTkKFkyhdTYVrQ,3.5,6,3.16,4.14,3.62,3.4,3.67,3.33,3.59,3.28
484,V7FnGSzQqzmxu6hEx1dv4w,3.5,6,3.15,3.07,3.0,2.67,4.5,3.14,3.12,3.19
485,V9vv0Me8RDKVGcRwn5dYmQ,3.5,5,4.25,4.27,3.37,5.0,4.5,3.58,4.16,4.18
486,VDMQzY-lXjG8Z4pFDwzgdQ,1.5,4,4.0,3.33,3.37,4.0,4.5,3.58,4.4,3.64
487,VONg0lyHm7fUdARWjkkjCQ,5.0,2,3.71,3.33,3.37,3.71,4.5,3.58,3.73,3.64
488,VR2LTEsJByan97fcYRkl5w,3.0,3,3.5,3.11,3.0,3.8,3.76,3.95,3.94,4.57
489,VRvcAHLka10z0kEA0r8LSQ,5.0,3,2.75,5.0,3.88,5.0,3.76,3.71,4.6,4.0
490,VUtazCTIc0aoOrQprP_s-Q,3.0,6,3.63,3.68,3.88,3.62,3.76,3.71,3.84,3.55
491,VVLGIq6ksrgGSfi7VBTmpg,4.0,2,5.0,5.0,5.0,5.0,2.71,5.0,5.0,5.0
492,VaNjd3jir0MKntCFya70uA,5.0,5,3.58,3.0,3.84,3.86,2.71,3.45,5.0,5.0
493,VahVKCDFougCFlWH87OYZQ,4.0,9,3.58,3.24,3.84,3.86,2.71,3.45,3.33,3.35
494,VdQE1qjtEMVAkRGfTfj5-A,3.0,3,4.17,4.33,4.3,3.5,3.55,3.94,4.0,5.0
495,VkECNTcZZ1mdN-VJltJcWA,3.5,4,3.84,4.02,4.3,4.3,3.55,3.94,3.94,4.15
496,Voy_shxcm2YnHQOtfUj1KQ,2.5,3,2.96,3.31,3.09,3.25,2.67,3.19,3.19,3.14
497,Vs7gc9EE3k9wARuUcN9piA,4.5,4,3.72,3.69,3.9,3.92,3.8,3.72,3.8,3.69
498,VsenRYkMsUMNMHykvkeZog,3.0,5,3.56,3.5,4.33,3.77,4.0,5.0,5.0,4.07
499,W0vJniiB1m_mOos2EcMj0A,4.5,6,3.56,4.27,4.33,3.77,4.0,5.0,3.62,4.07
500,W3ia8dkoGGRYEfFg_BiyPg,2.5,6,3.7,3.61,4.33,4.5,4.0,3.16,3.26,2.57
501,WLblFINiPI18_o1OdDsnVg,3.0,2,4.37,4.13,4.38,3.86,4.08,4.05,4.14,4.21
502,WO1kqacT_65MYW8DTeydkQ,5.0,6,2.6,3.23,4.07,4.0,3.0,1.0,3.5,3.2
503,WOMQ3w0Fpt1UcUwn1dQDiw,5.0,2,5.0,4.0,4.07,4.0,3.91,3.93,3.5,4.5
504,WRQ-9LluyivReFiQZFUujw,4.5,5,3.88,4.04,4.07,4.04,3.91,3.93,3.92,3.85
505,WcTi4zhPsm5fYfX1ChGYcw,4.5,6,5.0,4.0,4.29,4.6,3.67,5.0,3.6,3.5
506,WefDfqzrzTZRTqQNzMLayA,5.0,4,5.0,4.0,4.29,4.6,3.67,5.0,3.0,3.67
507,WgvJcTe_RdlIfnvxEzn2Mg,3.5,2,4.48,4.62,4.29,3.92,3.67,4.47,4.54,4.46
508,WieX_2Y-5tpbvERANtdcxg,1.0,4,3.77,5.0,3.72,3.0,3.67,3.73,5.0,4.0
509,WrtQPbY-0G3w3NCp80JxSw,5.0,5,3.77,4.0,3.72,3.72,3.67,3.73,5.0,4.0
510,Wxxvi3LZbHNIDwJ-ZimtnA,4.0,11,3.77,3.77,3.72,3.72,3.67,3.73,3.72,3.8
511,X2qnigcKuTWL7x9fS2ZUdw,4.0,2,2.8,2.0,3.0,2.0,5.0,3.0,2.5,2.8
512,X2wGtV-oDtzVSva7hCBDDw,1.0,5,2.5,5.0,4.41,3.67,5.0,2.67,2.5,3.0
513,X3s0BN02lS6EigSnJaSyDw,3.5,5,3.0,5.0,4.41,3.67,5.0,2.67,2.5,3.0
514,X6Vn8EZCPSjGkx4fDcdGkg,3.0,2,3.0,2.5,4.41,3.33,5.0,3.0,2.5,3.0
515,X7Z1xVzPnarhj363MXnMGQ,5.0,5,4.0,3.33,4.41,4.0,5.0,3.0,3.0,4.0
516,X8mtoSxY8whtmbDlj0D3Aw,2.0,2,4.0,5.0,4.41,4.0,5.0,3.0,3.17,2.2
517,XA-0T6x--L9-FVs_o19YBg,5.0,5,5.0,2.33,4.41,3.67,5.0,4.16,3.17,2.2
518,XCuzeEyhLx2KcXQP9xcGDw,4.0,2,3.0,3.0,4.41,3.0,5.0,4.16,4.36,2.0
519,XDYCIRENiT2doRZgwNJ3SA,2.5,3,4.25,4.16,4.41,4.25,5.0,4.16,4.36,4.12
520,XP_YsVNF5e3O3T0j0dhCOw,2.0,10,2.5,3.0,3.77,4.0,4.6,4.43,2.0,4.33
521,XQDl79wUJizPT5bBP7lEhg,3.0,1,5.0,4.67,3.77,5.0,4.6,4.43,5.0,4.0
522,XWa7nXOddOYKxojywngk8w,5.0,9,5.0,4.2,3.77,5.0,4.6,4.43,5.0,5.0
523,XX3Z43nNtZOgOXFjokejwA,4.0,4,4.88,5.0,3.77,4.75,4.6,3.78,4.88,5.0
524,XXW_OFaYQkkGOGniujZFHg,4.0,6,3.78,3.8,3.77,3.83,3.76,3.78,3.74,3.73
525,XXtXxJIH3k3GZX7_uCdttg,4.0,2,2.0,2.5,4.2,4.0,3.0,5.0,4.11,2.0
526,XZf2TJUB83P0O6pkXI4Kiw,5.0,5,5.0,3.5,4.2,4.0,2.0,5.0,4.11,4.6
527,XehBm4wtQ6qeeYj_eL-6sw,5.0,4,5.0,4.75,4.2,4.0,2.0,5.0,4.11,4.6
528,Xgm4gimm3XgR_npVErR1dA,4.0,4,5.0,1.0,4.2,5.0,2.0,5.0,5.0,5.0
529,XkWt9d7c55Nxu_unAJKqdg,5.0,3,5.0,5.0,4.2,5.0,2.0,5.0,5.0,5.0
530,XqKJ6PHxt7fbUptQe_SJcg,3.5,5,3.43,3.09,4.2,3.27,2.0,5.0,2.38,2.0
531,XrqdUe-uNDYrGYN-mKOJhw,4.5,3,4.0,3.0,4.2,3.0,1.0,4.2,4.0,1.0
532,YAP0QYtvG2YpNFsZd9rGcw,2.5,2,3.67,3.0,4.2,3.0,3.0,4.2,3.67,5.0
533,YApsybaBiXrUZYLigizb2Q,5.0,7,2.2,2.0,4.2,1.0,3.0,4.2,5.0,5.0
534,YI9jV7K3CVlJL8bru8IM3g,4.0,6,2.2,1.8,4.2,1.0,1.0,4.2,5.0,2.67
535,YK5eFV8uS1bCmp8GeiQ-Qg,4.0,2,2.75,1.5,4.2,3.0,4.0,4.2,4.05,4.0
536,YOZgLDLNLAe2nP1sw5inYw,4.5,2,4.05,4.86,4.2,3.0,3.8,4.2,4.05,3.33
537,YPK024huhY2np5hJ_5qWCw,3.5,10,3.46,3.27,2.83,3.25,1.0,3.65,3.91,3.46
538,Y_308Bqexth2DepgmpqUsQ,2.5,8,5.0,3.2,5.0,4.33,3.93,1.0,2.5,3.5
539,YfPct9b0a0RW7BER702ftw,4.5,4,4.0,4.0,5.0,3.8,3.93,1.0,3.69,3.12
540,Yiw2jUJzUdFmglHZgj4RaQ,4.0,4,3.58,3.65,4.04,3.8,3.93,3.73,3.69,3.62
541,Yo4IGnQB-YCRoUrA6sTQJw,5.0,2,5.0,4.6,5.0,3.0,5.0,4.5,3.86,4.17
542,Yq7u6XXyDITG7I6yKAXU0g,3.0,4,4.5,4.36,5.0,3.0,5.0,4.5,4.0,4.6
543,Yq8ASf8OS7SEs1dXHsfwwA,4.5,4,3.89,3.0,4.0,4.0,5.0,3.0,4.62,3.33
544,YrteR2QtSp6WwY7gUq_ncQ,5.0,8,3.89,3.57,4.0,5.0,5.0,3.0,3.29,3.4
545,YwnIGwbUVoR8sBixRSaz2g,4.5,3,3.89,4.41,4.0,4.0,5.0,3.0,4.3,3.5
546,YyxB3K1ORzc7ChMKgyxm9Q,3.0,3,5.0,4.2,4.0,3.0,5.0,3.0,3.75,3.6
547,Z1dU9ftw88veW85UT2ztaQ,5.0,3,3.5,5.0,3.68,3.0,5.0,3.65,5.0,4.0
548,Z7uUe-lE3PaHwz7bh4XgVA,4.5,3,5.0,5.0,3.68,3.0,5.0,3.65,3.0,3.0
549,ZCDzr173zNGcastXGWkfuQ,4.5,4,3.5,3.5,3.68,3.82,3.48,3.65,4.5,3.67
550,ZCzK3cGob727bW3EvtAlYg,5.0,8,3.54,4.5,3.68,3.82,3.48,3.65,4.5,3.63
551,ZPwx7ktiVluGFVg0L05n5A,4.5,10,3.54,3.6,3.68,3.82,3.48,3.65,3.35,3.63
552,ZZgnkT6vevy81owvdneyOA,4.0,2,4.03,5.0,2.0,4.22,3.5,5.0,5.0,3.0
553,ZaTi-qedOUVwHDLWaIFwiA,2.5,2,4.03,5.0,2.0,4.22,3.5,5.0,5.0,4.29
554,Za_JMp4_aqgehHwtTVZoOw,3.5,7,4.03,4.0,2.0,4.22,3.5,5.0,3.67,4.29
555,Zi7_E88i5KlOtaBobPVc5w,4.5,6,4.03,4.07,2.0,4.22,3.5,5.0,4.17,4.29
556,Zq2PTVnAMyTeovZHmXAcvQ,2.0,3,4.11,3.62,2.0,3.0,4.0,5.0,3.75,3.0
557,ZsN4JOB8F8muOSO9WdBZ8A,3.5,4,3.0,3.86,2.0,3.0,5.0,5.0,2.0,3.92
558,_2X_W0Tf5-RXyGabxVwiGg,4.0,2,4.6,3.86,2.0,4.3,5.0,5.0,4.0,3.92
559,_7VzldbP4ts7UyO6K1Wnsg,3.5,2,3.57,3.71,4.2,3.0,4.0,5.0,3.0,4.0
560,_7wj87KZspahqDHxbXreMQ,3.0,7,3.57,3.71,4.2,3.0,4.0,5.0,3.75,2.0
561,_FP4CBz5D8V4_3dtex9_iw,5.0,3,1.2,2.32,4.2,1.0,2.38,3.74,2.75,2.07
562,_FasIfdzrhrvFYhSSFM0Wg,2.5,3,3.0,3.5,4.2,3.38,3.67,3.74,3.67,3.5
563,_Fo8uNT17BEBUkKvUXCZkQ,4.5,4,4.1,4.62,4.2,3.38,3.67,3.74,4.5,3.15
564,_J-Xtyz-ZiUMv7g-zh9xcw,4.0,5,1.0,1.0,4.0,5.0,5.0,2.5,3.0,5.0
565,_NARVAD_ac4heZ4QY-Jg0w,3.5,5,5.0,5.0,4.0,5.0,5.0,2.5,4.0,1.0
566,_NN2pJEbOI6sIQzwWnYipA,2.0,2,5.0,4.5,4.0,4.75,5.0,2.5,5.0,5.0
567,_Syl0eHkPuoYmBwz1e1Nsw,5.0,3,4.5,5.0,4.0,4.75,5.0,2.5,4.0,5.0
568,_ZW2TjymKRvmJ0usDGbZug,4.0,2,4.5,5.0,4.0,4.75,5.0,2.5,4.0,4.2
569,_ZzVDZbBKYPYnTWTVjhWVA,3.5,3,3.73,4.1,4.0,4.67,5.0,2.5,4.0,3.71
570,_cBlppMDZYXS-Bjj4l9qtw,3.0,4,4.0,4.5,1.0,3.0,1.0,3.2,3.33,4.0
571,_ipsKxAjXX5uVlyMILoUpA,4.0,3,4.5,3.0,3.59,3.75,1.0,3.5,4.6,3.5
572,_j2EtQtgLuXGRBfbM5YwZA,3.5,5,3.52,3.67,3.59,3.51,3.92,3.5,3.65,3.55
573,_pBXtjN43eqMV0XZTz7nmw,3.5,4,3.48,3.58,3.33,3.65,3.2,2.0,3.43,3.62
574,_tLXitzH3v8_H-usIKhKXA,5.0,7,1.0,2.75,2.4,3.33,1.0,2.43,1.5,3.12
575,_teNNRGk80yssjeKIhLapw,1.5,2,1.0,2.33,2.4,2.25,1.0,2.43,3.14,2.33
576,_zL2-vH4shn3UF7vAZ-6tQ,3.5,4,2.55,2.33,2.4,2.25,1.0,2.43,1.0,2.33
577,a6RZ3ampzMPiu0drkw9WWw,3.5,2,2.55,2.3,2.4,2.25,1.0,2.43,2.36,2.46
578,a7n0bJFOpkR3uutv_C026g,3.0,2,3.0,3.0,4.29,3.0,3.09,3.13,3.0,3.0
579,a9ncRGtg3iWBpQmhpRBM4g,5.0,6,2.12,2.38,4.29,4.0,3.09,3.13,3.25,2.5
580,aBCqrJwXAHnTgO2e_l0v8w,2.0,3,3.33,3.0,4.29,4.0,3.09,3.13,3.25,4.5
581,aCU2pFbbGTyiPOrWycYNhQ,3.0,3,3.44,2.88,3.92,4.02,3.09,4.0,3.43,3.0
582,aNe8ofTYrealxqv7VtFTuw,3.5,9,4.02,4.03,3.92,4.02,3.09,3.88,3.98,4.03
583,a_TfmuLIHsRDyg7aVJQCBQ,2.0,2,1.0,2.93,2.17,2.27,5.0,3.25,2.75,1.0
584,adW-HtWLUks-lTQRFtWa5w,5.0,3,2.36,1.0,2.17,2.27,5.0,3.25,1.0,2.27
585,afMwlotE4c2nBLilhaOxhw,3.0,4,2.36,1.88,2.17,2.27,5.0,3.25,2.8,2.27
586,ahbDELrW7CqFbOVePbF5-Q,4.0,4,3.67,3.67,4.0,5.0,5.0,3.71,3.68,4.0
587,aidcfUzZLOjWgwlxfv3UlA,3.0,3,3.55,3.42,3.87,3.7,5.0,3.71,3.68,3.1
588,amJdJXHAKstfl-O6zJqbcA,2.5,9,2.87,3.48,3.67,3.5,5.0,3.81,3.68,2.1
589,aqu7fn-RZOu5GR5C7X3NdA,5.0,3,3.82,3.76,3.67,3.98,5.0,3.81,5.0,3.76
590,arv3T_av9OoVo3SvxV4TXw,4.5,4,3.82,3.76,3.67,3.98,4.0,3.81,3.82,3.76
591,atIM-4UCRmbM9P66oFuxXA,4.5,4,5.0,4.0,3.8,4.5,4.0,3.72,3.5,2.67
592,atVh8viqTj-sqDJ35tAYVg,3.5,4,3.8,3.66,3.8,3.62,4.0,3.72,3.76,3.96
593,awGNki6Frr4YOKKpsxoukQ,1.0,2,4.0,1.0,5.0,4.33,4.5,5.0,5.0,3.2
594,aykJmEbscH3WngIhjxZoWw,3.5,7,4.0,4.5,5.0,4.33,4.5,5.0,5.0,3.2
595,b-aiR4-8EIHaxao7qXpRcQ,4.0,6,3.67,3.0,5.0,3.67,4.0,5.0,5.0,5.0
596,b12qS86-9a_prAfFIdRD2w,4.0,7,3.33,3.5,5.0,5.0,4.0,5.0,3.0,3.0
597,b3L-0LK8_5_OYRNTMRlaLQ,4.5,4,3.33,3.5,5.0,3.25,4.0,5.0,3.83,4.2
598,b9R3msDsU2cC6WKBm68tzQ,3.5,4,3.25,3.8,5.0,1.0,4.0,5.0,4.0,3.2
599,b9SMb3ka6MQ5UsCvcLXT6w,3.5,6,4.33,3.5,5.0,3.75,4.0,5.0,3.25,4.33
600,bDUvTOwviImDUIY7EERCgA,3.0,3,3.69,3.82,5.0,3.75,4.0,5.0,3.33,3.83
601,bFbfpIwrd5M8UsNpPivc6w,1.0,1,4.5,4.0,4.0,4.5,4.0,5.0,4.1,4.5
602,bJP4l_BGq2CudEu0m-wNjg,2.0,4,5.0,3.75,4.0,4.5,4.0,5.0,4.5,4.5
603,bK70PtUK5nGGLzP7tChaeg,3.0,5,3.67,3.75,4.0,4.0,4.0,4.22,4.33,3.6
604,bLwLZLo9aw0qRNeEPXGpEA,4.0,6,3.04,4.5,3.46,3.4,4.0,3.54,4.0,5.0
605,bZs7FJ7fHIJxVecfp1qvug,4.0,5,3.04,3.62,3.46,3.4,4.0,3.54,4.0,2.87
606,ba5PtEQcvLm0IH6oHvahgw,2.5,2,3.0,4.0,4.29,3.9,3.89,3.81,4.06,3.82
607,bcJmbFHVAkLFqhJbUTdbyQ,4.0,4,3.78,3.97,4.29,3.9,3.89,3.81,4.06,3.82
608,bfkJnnbQHSOTQnjyav7QiA,5.0,2,2.0,4.0,3.76,1.0,1.0,4.33,3.33,3.0
609,bfupNcOYWf6B9B1d2qiOdw,2.5,3,2.0,4.0,3.76,5.0,1.0,4.33,3.33,5.0
610,bg5jZjMYkEbZSODMuSGpcQ,4.5,5,4.67,3.25,3.76,5.0,1.0,4.33,3.33,3.5
611,buk0wVdm_42901qeVIoTrg,2.0,5,3.68,4.0,3.76,4.0,1.0,4.33,4.0,2.5
612,c2CXGmH_Brec8SXQbDJC7w,4.5,5,3.68,4.0,3.76,3.69,1.0,3.57,3.14,3.4
613,c5TOGBUCCUUNBPM7h_KbmQ,4.0,4,3.68,3.41,3.76,3.69,1.0,3.57,3.14,3.4
614,c8XVH6Q_0bmMoPHLy_HKCw,3.5,4,3.5,3.11,4.0,3.0,4.5,4.5,4.0,3.0
615,cDugOhPR40gBk-DYNPYREA,4.0,6,4.02,3.9,4.0,4.38,4.5,4.5,4.14,4.41
616,cKwg6HFaLYXl7Ar0rHojAQ,4.0,2,4.5,3.88,4.0,5.0,1.0,4.5,4.33,4.5
617,cNyOFhT-AVQxjynHpc8o3A,2.5,2,3.0,5.0,4.0,3.0,1.0,4.5,5.0,4.83
618,cPWbolWE6ip5SupmfH-nBQ,1.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.83
619,cQYPeBInV14_uLY5gWyQtg,4.5,4,4.57,3.56,5.0,3.0,5.0,4.03,4.2,4.83
620,c_iQzwsTDYraPvHSKz88QA,3.0,6,3.99,4.06,4.01,4.0,4.02,4.03,3.98,3.86
621,cehTmoCXPi0a3FwCE3Tq2Q,4.5,3,4.25,4.5,2.0,5.0,5.0,2.0,4.0,3.0
622,ci3xUs8ZffvGhWfoioAL0Q,3.5,5,2.5,5.0,2.0,4.0,5.0,2.0,4.0,4.0
623,co9I6wlR0YhP0THsZBGafg,4.5,4,2.5,4.0,2.0,4.0,3.57,2.0,3.33,4.0
624,co_oBumZqxmlDZFISgQiwQ,4.5,6,4.0,4.0,2.0,2.0,3.57,2.0,3.33,4.0
625,cr5pOUYVlwIDflN_SZuGog,3.0,3,3.25,4.2,2.0,2.0,3.57,2.0,3.33,1.5
626,cwMqYOAFI1QIO7fvOQYxtw,5.0,2,4.0,3.0,2.0,2.0,3.57,2.0,1.0,3.0
627,cwNNRUI9dbWpodk1njfGBQ,5.0,2,4.0,3.0,2.0,2.0,3.57,3.75,3.5,4.33
628,d0N5HcdMCeXcX81hcRVUFw,2.5,5,3.82,2.73,2.0,1.0,3.57,3.75,2.78,3.5
629,d2ZRWM2_5GJrMdkQh_Btdw,1.0,4,4.0,2.5,2.5,3.0,3.57,4.0,4.0,1.0
630,d6BOggptRCZcw7y5SI5Tww,1.5,5,3.83,4.67,2.5,3.0,3.57,4.0,1.0,5.0
631,d83IU89GHvyT8-p8wT_hZA,5.0,2,3.44,3.42,2.5,5.0,3.57,1.0,1.0,5.0
632,dFMxzHygTy6F873843dHAA,4.5,2,3.44,3.42,2.5,3.14,3.57,1.0,1.0,3.45
633,dQmXfa3MoC7Encv9XVR14Q,1.5,2,3.67,3.67,2.5,4.0,3.57,5.0,3.53,3.0
634,dR33Tp5PBB5oOuZagcTrXQ,5.0,2,4.5,4.0,2.5,3.5,3.57,4.0,3.53,4.0
635,dcGFb4SWiR_Fs13zpOfOjg,2.5,4,3.35,3.05,2.5,3.5,3.57,4.0,3.53,3.29
636,denOutmcto4xiKG6yXfA6g,4.5,6,3.36,3.33,2.5,3.0,3.57,4.0,3.12,3.27
637,diaiQrxYFU1V5qxrFnW9fg,3.0,2,3.97,3.89,2.5,4.09,3.0,3.5,3.84,3.87
638,dnYzFJ9m1USQqhZv1ZTuwA,4.5,5,3.76,3.71,3.5,4.38,3.86,1.0,3.75,3.87
639,drLbXX7aRs7_1QAIVfvM_Q,4.5,4,3.02,3.35,3.5,2.88,3.86,1.0,2.93,3.33
640,duG-irioNf7ZmRI2XibQ_A,3.5,4,1.0,3.25,3.5,4.0,3.0,2.91,3.0,4.0
641,duJZ5pOHrbY3_e7ir9q_iQ,5.0,5,2.6,2.0,3.5,4.33,3.0,2.91,2.71,2.88
642,dua9DKkJSN-fRheoTaQexA,3.5,4,5.0,2.21,3.5,4.0,3.0,2.91,4.0,4.0
643,dusNIzdCaH6EoLl2hRy6cQ,3.5,3,2.95,2.21,3.5,2.71,3.0,2.91,2.44,2.79
644,e1DfwqDhYQYLKoyHmJu0hQ,4.5,2,3.05,2.7,3.6,3.69,3.0,4.14,4.0,2.82
645,eDla_ZWjIoY1m-79WCZRGw,5.0,6,3.36,3.48,3.6,3.69,3.43,2.57,5.0,3.59
646,eFcpMAgG5OLzgElmnO2DUQ,4.5,5,3.36,3.48,3.6,3.69,3.43,2.57,3.13,3.59
647,eHOb3yKoLI-y_nX_wLY5xg,4.0,3,4.8,4.48,5.0,5.0,4.75,4.26,4.36,4.6
648,eS76100l3h7Ollb5s3_M4A,4.0,7,3.95,3.97,5.0,3.98,3.7,4.26,4.19,3.79
649,eSG49skwvqQP3MzzdgTg-g,5.0,7,2.76,2.93,3.5,5.0,2.5,3.0,3.0,1.0
650,eVvnRqb4GSJUfN5k2-9oOQ,4.0,2,2.76,2.93,3.5,2.69,2.5,3.0,2.64,2.87
651,eY98EH_PHGnJVaJ7t2UpoQ,4.0,9,3.18,3.42,3.2,3.58,4.0,3.31,3.44,3.17
652,eit6KEsA8gg2rpheUJ_Abg,4.0,6,4.25,4.0,3.44,3.0,4.0,4.0,4.0,4.0
653,endWkodwcsppACM49TR0dw,4.0,2,2.88,3.12,3.44,3.0,4.0,4.0,1.5,2.5
654,ewIXHLlaIfp9U3NrsgilVw,3.0,3,3.5,3.52,3.44,3.29,4.0,3.43,3.36,3.2
655,f2ZWZPENViL92BrFsIgR6w,4.5,2,4.15,4.07,5.0,4.0,4.67,4.5,3.95,4.3
656,f5sSn5cO4t6mF_mdnzKkyA,2.5,4,4.58,4.75,5.0,3.0,5.0,4.71,4.86,4.0
657,fBK1aJKhjS4QQe9kwNeqjg,5.0,2,4.88,5.0,4.4,5.0,4.67,4.6,5.0,5.0
658,fFClJbyFz-_Edv9lNy6fkQ,3.0,5,4.88,5.0,4.4,5.0,4.67,4.6,4.67,5.0
659,fGcnPMp-ZNdO9hQ3hqIM8A,2.5,3,3.5,4.0,4.4,4.67,4.67,4.6,4.0,2.0
660,fOFkU3gc9ekFiP9FWRgYTA,2.5,2,4.5,4.0,4.4,4.67,4.67,4.6,5.0,4.4
661,fOq7DDqqsVm2XOFSL925XA,3.5,2,4.17,4.75,5.0,5.0,5.0,5.0,4.62,5.0
662,f_eiOrEcMnkHB7GvQVOHkQ,4.0,3,3.62,3.67,3.49,3.44,3.87,3.6,3.61,3.34
663,faixHjogPjNUo07T0RBRFw,2.0,2,1.25,2.57,3.57,5.0,1.0,5.0,3.0,1.0
664,fn6ySvSF79V3s-f6xnPVRw,3.5,5,3.0,4.5,3.57,2.0,1.0,5.0,4.0,2.25
665,fyzFa1BPRNtITIR3YZ-skQ,3.5,2,4.0,5.0,3.57,3.75,5.0,5.0,4.0,5.0
666,g3OqrOFv_jsxPre2UjWGug,1.0,5,4.04,4.0,3.57,3.75,3.44,3.89,4.0,4.0
667,g5yxZhX-szx9iI4p5TjrzQ,4.0,6,4.04,4.26,3.57,3.75,3.44,3.89,4.11,4.0
668,gFjHMjQXn5pbObxJupiuPA,5.0,2,3.75,4.2,3.57,4.25,3.44,3.89,4.0,3.4
669,gHoP4eJimaMltfUlp6EP4Q,4.0,4,3.86,3.85,3.6,3.91,3.44,3.88,3.74,3.95
670,gHvarASpPTAtxdna_RpmTg,4.0,4,5.0,4.33,5.0,3.35,4.05,5.0,5.0,5.0
